sentence_id,sentence,code_switch,all_aspects,all_opinions,valence_scores,arousal_scores
351,sirji apne dost ko puchiye na kyun pareshan kar rahe hain pakistan main shanti se reh rahe hinduon ko mandir bhi tod diya unka ab kya hinduon ko bhi bhaga denge desh se apne aapke to param mitra hain wo aapka baat to jarur manenge peace4hindus,sirji:HI apne:HI dost:HI ko:HI puchiye:HI na:HI kyun:HI pareshan:HI kar:HI rahe:HI hain:HI pakistan:EN main:HI shanti:HI se:HI reh:HI rahe:HI hinduon:HI ko:HI mandir:HI bhi:HI tod:EN diya:HI unka:HI ab:HI kya:HI hinduon:HI ko:HI bhi:HI bhaga:HI denge:HI desh:HI se:HI apne:HI aapke:HI to:EN param:HI mitra:HI hain:HI wo:HI aapka:HI baat:HI to:HI jarur:HI manenge:HI peace4hindus:HI,{dost; mandir; param mitra},{kyun pareshan kar rahe hain; tod diya; aapke to param mitra hain wo},{0.150; 0.260; 0.200},{0.750; 0.565; 0.650}
352,30 aree mera naam trend kr tha tha it doesn t matter ki apne kittne tweet kite hai,30:EN aree:HI mera:HI naam:HI trend:EN kr:EN tha:HI tha:HI it:EN doesn:EN t:EN matter:EN ki:HI apne:HI kittne:HI tweet:EN kite:EN hai:HI,{naam; tweet},{trend kr tha tha; it doesn t matter ki apne kittne kite hai},{0.537; 0.441},{0.504; 0.414}
353,gill garre speaks delhi police or law apne system se kaam kr raha h hme takleef h tum logo ne sikho ka naam khrab kiya h,gill:EN garre:EN speaks:EN delhi:EN police:EN or:EN law:EN apne:HI system:EN se:HI kaam:HI kr:EN raha:HI h:EN hme:HI takleef:HI h:EN tum:HI logo:EN ne:HI sikho:HI ka:HI naam:HI khrab:HI kiya:HI h:EN,{system; sikho},{apne system se kaam kr raha h; naam khrab kiya h},{0.532; 0.325},{0.448; 0.625}
354,abe black tickatiye ise kehte hai sanskar jo tum jaeso ke andar nahi diwali me har kisi ko mithai or holi me ham apni dusmani mitane ke liye apne dusmano ko bhi gale laga lete hai jitna mota sharir utna mota dimag,abe:HI black:EN tickatiye:HI ise:HI kehte:HI hai:HI sanskar:HI jo:HI tum:HI jaeso:HI ke:HI andar:HI nahi:HI diwali:HI me:HI har:HI kisi:HI ko:HI mithai:HI or:EN holi:HI me:HI ham:HI apni:HI dusmani:HI mitane:HI ke:HI liye:HI apne:HI dusmano:HI ko:HI bhi:HI gale:EN laga:HI lete:HI hai:HI jitna:HI mota:HI sharir:HI utna:HI mota:HI dimag:HI,{sanskar; sharir; dimag},{ise kehte hai sanskar jo tum jaeso ke andar nahi; jitna mota sharir; utna mota dimag},{0.150; 0.200; 0.100},{0.750; 0.400; 0.650}
355,i am antaryaami apne logo ko pehchaan jaata,i:EN am:EN antaryaami:HI apne:HI logo:EN ko:HI pehchaan:HI jaata:HI,{logo},{pehchaan jaata},{0.650},{0.400}
356,tweetx i told you na mujhey apne apko torture karney ka boht shaukh hai so it s torturing me sruthi,tweetx:HI i:EN told:EN you:EN na:HI mujhey:HI apne:HI apko:HI torture:EN karney:HI ka:HI boht:HI shaukh:HI hai:HI so:EN it:EN s:EN torturing:EN me:EN sruthi:HI,{apne apko; it},{torture karney ka boht shaukh hai; torturing me},{0.150; 0.100},{0.750; 0.650}
357,abe h ki paidaish dusroon ki aukat bataane se accha hai ki apne kagaz dhoond pata chale ki tu tweet karta reh jaye aur achanak tera chinese style treatment chalu ho jaye,abe:HI h:EN ki:HI paidaish:HI dusroon:HI ki:HI aukat:HI bataane:HI se:HI accha:HI hai:HI ki:HI apne:HI kagaz:HI dhoond:HI pata:HI chale:HI ki:HI tu:HI tweet:EN karta:HI reh:HI jaye:HI aur:HI achanak:HI tera:HI chinese:EN style:EN treatment:EN chalu:HI ho:HI jaye:HI,{tweet; chinese style treatment},{karta reh jaye; achanak chalu ho jaye},{0.150; 0.120},{0.750; 0.820}
358,hindustan tumhare baap ki jageer nahi h mafi veeron ne nahi azaad karwaya h desh ko wo bass talve chat rahe the musalman hi ne apne khoon ka balidan diya h ja kar india gate pe naam padh le,hindustan:HI tumhare:HI baap:HI ki:HI jageer:HI nahi:HI h:EN mafi:HI veeron:HI ne:HI nahi:HI azaad:HI karwaya:HI h:EN desh:HI ko:HI wo:HI bass:HI talve:HI chat:EN rahe:HI the:HI musalman:HI hi:HI ne:HI apne:HI khoon:HI ka:HI balidan:HI diya:HI h:EN ja:HI kar:HI india:EN gate:EN pe:HI naam:HI padh:HI le:HI,{mafi veeron; musalman},{nahi azaad karwaya h desh ko wo bass talve chat rahe the; apne khoon ka balidan diya h},{0.120; 0.850},{0.780; 0.650}
359,bosdk it cell wale pure india se aa jaate hai apne shilduo ko support karne jisko jammu ka j bi nhi pata hota na dogro ki history ka abc pata hota hai unko,bosdk:HI it:EN cell:EN wale:HI pure:HI india:EN se:HI aa:HI jaate:HI hai:HI apne:HI shilduo:HI ko:HI support:EN karne:HI jisko:HI jammu:HI ka:HI j:EN bi:EN nhi:HI pata:HI hota:HI na:HI dogro:HI ki:HI history:EN ka:HI abc:EN pata:HI hota:HI hai:HI unko:HI,{it cell; shilduo},{pure india se aa jaate hai apne shilduo ko support karne; jisko jammu ka j bi nhi pata hota na dogro ki history ka abc pata hota hai},{0.481; 0.357},{0.570; 0.545}
360,sir ek time mai private teacher tha apne teaching period me kuch movie ki story v likhi thi bt koi link na hone se use apne copy tak hi simit rakha hai sir mujhe ek mauka chahiye khud ko sabit karne ke liye main v aapki trh logo ki help krna chahta hu,sir:HI ek:HI time:EN mai:HI private:EN teacher:EN tha:HI apne:HI teaching:EN period:EN me:HI kuch:HI movie:EN ki:HI story:EN v:EN likhi:HI thi:HI bt:HI koi:HI link:EN na:HI hone:HI se:HI use:HI apne:HI copy:EN tak:HI hi:HI simit:HI rakha:HI hai:HI sir:EN mujhe:HI ek:HI mauka:HI chahiye:HI khud:HI ko:HI sabit:HI karne:HI ke:HI liye:HI main:HI v:EN aapki:HI trh:EN logo:EN ki:HI help:EN krna:HI chahta:HI hu:HI,{teaching; story; mauka},{ek time mai private teacher tha; koi link na hone se use apne copy tak hi simit rakha hai; mujhe ek mauka chahiye khud ko sabit karne ke liye},{0.613; 0.460; 0.650},{0.336; 0.405; 0.700}
361,mishra chewingum padh to le kya likha hai tum lynching genocide enjoy krte ho karlo pr ganga yamuna se apne logo ki laashe uthalo phle,mishra:HI chewingum:EN padh:HI to:EN le:HI kya:HI likha:HI hai:HI tum:HI lynching:EN genocide:EN enjoy:EN krte:HI ho:HI karlo:HI pr:EN ganga:HI yamuna:HI se:HI apne:HI logo:EN ki:HI laashe:HI uthalo:HI phle:HI,{mishra; lynching genocide; laashe},{chewingum padh to le kya likha hai; enjoy krte ho; ganga yamuna se apne logo ki uthalo phle},{0.150; 0.080; 0.260},{0.750; 0.820; 0.538}
362,kuch aide bhi hai jo kursi k liye apne shared beach detention hai,kuch:HI aide:EN bhi:HI hai:HI jo:HI kursi:HI k:HI liye:HI apne:HI shared:EN beach:EN detention:EN hai:HI,{kursi},{apne shared beach detention hai},{0.150},{0.750}
363,mujhe apne gaal parcel kr do ab mujhse ruka ni jaa rha i wanna plzz darshuu,mujhe:HI apne:HI gaal:HI parcel:EN kr:EN do:EN ab:HI mujhse:HI ruka:HI ni:HI jaa:HI rha:HI i:EN wanna:EN plzz:EN darshuu:HI,{gaal; darshuu},{parcel kr do; i wanna plzz},{0.758; 0.900},{0.593; 0.800}
364,uncle aap apne marne ki fikar karo woah bhi lonely,uncle:EN aap:HI apne:HI marne:HI ki:HI fikar:HI karo:HI woah:EN bhi:HI lonely:EN,{uncle},{apne marne ki fikar karo woah bhi lonely},{0.120},{0.780}
365,sir apne mask nhi phna h goldmedal neerajchopra,sir:HI apne:HI mask:EN nhi:HI phna:HI h:EN goldmedal:EN neerajchopra:HI,{mask; neerajchopra},{apne mask nhi phna h; goldmedal},{0.430; 0.950},{0.470; 0.800}
366,wo pochna ye tha ye jo logg apne hi reply pe reply dete hai bhae konsa nasha karte hooo,wo:HI pochna:HI ye:HI tha:HI ye:HI jo:HI logg:EN apne:HI hi:HI reply:EN pe:HI reply:EN dete:HI hai:HI bhae:HI konsa:HI nasha:HI karte:HI hooo:HI,{logg; nasha},{apne hi reply pe reply dete hai; konsa nasha karte hooo},{0.150; 0.120},{0.750; 0.800}
367,lagi padi hai bas parso se unit test shuru aur har baar ki tarah ghanta kuch nahi aata will have to put my work on a pause for 10 days aap bhi bata dijiye apne haal,lagi:HI padi:HI hai:HI bas:HI parso:HI se:HI unit:EN test:EN shuru:HI aur:HI har:HI baar:HI ki:HI tarah:HI ghanta:HI kuch:HI nahi:HI aata:HI will:EN have:EN to:EN put:EN my:EN work:EN on:EN a:EN pause:EN for:EN 10:EN days:EN aap:HI bhi:HI bata:HI dijiye:HI apne:HI haal:HI,{unit test; padhai; work},{lagi padi hai; ghanta kuch nahi aata; put on a pause},{0.150; 0.200; 0.416},{0.750; 0.650; 0.381}
368,i just don t want to make fun of them but they themselves are so eager to make themselves a laughing stock means a free man if marry a slave woman enters into slavery but the slave woman just cant become free by marrying a free man lage rho apne dil ko tasalian dene,i:EN just:EN don:EN t:EN want:EN to:EN make:EN fun:EN of:EN them:EN but:EN they:EN themselves:EN are:EN so:EN eager:EN to:EN make:EN themselves:EN a:EN laughing:EN stock:EN means:EN a:EN free:EN man:EN if:EN marry:EN a:EN slave:EN woman:EN enters:EN into:EN slavery:EN but:EN the:EN slave:EN woman:EN just:EN cant:EN become:EN free:EN by:EN marrying:EN a:EN free:EN man:EN lage:HI rho:HI apne:HI dil:HI ko:HI tasalian:HI dene:HI,{dil},{lage rho apne dil ko tasalian dene},{0.150},{0.750}
369,bhutiya do ghante kesar dekhte hain 12 ghante ki aur 4 ghante overtime lagate hain uska overtime bhi hamen nahin milta hai sar apne aap hi kha jaate sar isliye aap se nivedan hai ki aap kaarvayi karen,bhutiya:EN do:HI ghante:HI kesar:HI dekhte:HI hain:HI 12:EN ghante:HI ki:HI aur:HI 4:EN ghante:HI overtime:EN lagate:HI hain:HI uska:HI overtime:EN bhi:HI hamen:HI nahin:HI milta:HI hai:HI sar:HI apne:HI aap:HI hi:HI kha:HI jaate:HI sar:HI isliye:HI aap:HI se:HI nivedan:HI hai:HI ki:HI aap:HI kaarvayi:HI karen:HI,{overtime; sar},{hamen nahin milta hai; apne aap hi kha jaate},{0.150; 0.467},{0.450; 0.723}
370,itna bhi free nhi hona chahiye ke koyi apki kadar na kre itna v ignore nhi krna chahiye apne v ruth jaye amp apko humesha k lia bhool jaye,itna:HI bhi:HI free:EN nhi:HI hona:HI chahiye:HI ke:HI koyi:HI apki:HI kadar:HI na:HI kre:HI itna:HI v:EN ignore:EN nhi:HI krna:HI chahiye:HI apne:HI v:EN ruth:EN jaye:HI amp:EN apko:HI humesha:HI k:HI lia:HI bhool:HI jaye:HI,{free; kadar; ignore},{itna bhi free nhi hona chahiye; koyi apki kadar na kre; itna v ignore nhi krna chahiye},{0.623; 0.200; 0.198},{0.475; 0.550; 0.365}
371,hm bhi dropout krne ja rhe apne university se admission lene ja rhe lpu and then 2024 paris me bronze to le hi aayenge,hm:HI bhi:HI dropout:EN krne:HI ja:HI rhe:HI apne:HI university:EN se:HI admission:EN lene:HI ja:HI rhe:HI lpu:EN and:EN then:EN 2024:EN paris:EN me:HI bronze:EN to:EN le:HI hi:HI aayenge:HI,{university; admission; bronze},{dropout krne ja rhe; lpu; le hi aayenge},{0.150; 0.120; 0.100},{0.750; 0.700; 0.800}
372,up 123 paisa a jaye to sukoon apne aap e a jaye ga,up:EN 123:EN paisa:HI a:EN jaye:HI to:HI sukoon:HI apne:HI aap:HI e:EN a:EN jaye:HI ga:HI,{paisa},{up 123 a jaye to sukoon apne aap e a jaye ga},{0.754},{0.574}
373,bhaiya mere parivaar ko baccha lijiye bhaiya main apka sara rupya wapas kar dunga bhaiya mujhe dar hai ki main apne parivaar kho dunga bhaiya main apna body donate karke aapka sara rupya wapas kar dunga please bhaiya 9665088304,bhaiya:HI mere:HI parivaar:HI ko:HI baccha:HI lijiye:HI bhaiya:HI main:HI apka:HI sara:HI rupya:HI wapas:HI kar:HI dunga:HI bhaiya:HI mujhe:HI dar:HI hai:HI ki:HI main:HI apne:HI parivaar:HI kho:HI dunga:HI bhaiya:HI main:HI apna:HI body:EN donate:EN karke:HI aapka:HI sara:HI rupya:HI wapas:HI kar:HI dunga:HI please:EN bhaiya:HI 9665088304:HI,{parivaar; rupya; body},{baccha lijiye; wapas kar dunga; donate karke aapka sara rupya wapas kar dunga},{0.150; 0.300; 0.487},{0.950; 0.700; 0.656}
374,just abhi kl k opinion drame k darshan kr k ayi i understand ki sbki apne opinions or views ho skte h bt un views ko hme srf reel life tk hi rkhna chahiye what s the logic of commenting on the actors real life fansdemandsaakks2 shauryaauranokhikikahani,just:EN abhi:HI kl:EN k:HI opinion:EN drame:EN k:HI darshan:HI kr:EN k:HI ayi:HI i:EN understand:EN ki:HI sbki:HI apne:HI opinions:EN or:EN views:EN ho:HI skte:HI h:EN bt:HI un:HI views:EN ko:HI hme:HI srf:EN reel:EN life:EN tk:HI hi:HI rkhna:HI chahiye:HI what:EN s:EN the:EN logic:EN of:EN commenting:EN on:EN the:EN actors:EN real:EN life:EN fansdemandsaakks2:HI shauryaauranokhikikahani:HI,{drama; opinions; views; actors; kahaani},{drame k darshan kr k ayi; sbki apne opinions or views ho skte h; hme srf reel life tk hi rkhna chahiye; what s the logic of commenting on the actors real life; shauryaauranokhikikahani},{0.350; 0.500; 0.592; 0.440; 0.500},{0.550; 0.300; 0.491; 0.566; 0.200}
375,ye picture dene ki keya jarurst hai apne sathi amp coach amp officer ko batati,ye:HI picture:EN dene:HI ki:HI keya:HI jarurst:HI hai:HI apne:HI sathi:HI amp:EN coach:EN amp:EN officer:EN ko:HI batati:HI,{picture},{dene ki keya jarurst hai},{0.150},{0.750}
376,momma aa hi jati hai apne son k sahi track pe lane,momma:HI aa:HI hi:HI jati:HI hai:HI apne:HI son:EN k:HI sahi:HI track:EN pe:HI lane:EN,{momma},{aa hi jati hai apne son k sahi track pe lane},{0.740},{0.486}
377,tweets yr yeh scheme apne pehle kyu ni btai filza,tweets:EN yr:EN yeh:HI scheme:EN apne:HI pehle:HI kyu:HI ni:HI btai:HI filza:HI,{scheme},{apne pehle kyu ni btai},{0.200},{0.750}
378,i was singing mein tera naam bataon kisko ammi said apne baap ko bata de awkward silence its aymi,i:EN was:EN singing:EN mein:HI tera:HI naam:HI bataon:HI kisko:HI ammi:HI said:EN apne:HI baap:HI ko:HI bata:HI de:HI awkward:EN silence:EN its:EN aymi:HI,{singing; ammi; silence},{mein tera naam bataon kisko; apne baap ko bata de; awkward},{0.475; 0.200; 0.223},{0.384; 0.750; 0.525}
379,bhaiya mere parivaar ko baccha lijiye bhaiya main apne parivaar ko khona nahi chahta hoon bhaiya mere parivaar ko paise ki bahut jyada jarurat hai bhaiya main apna body donate kar ke aapka sara rupya wapasnkae dunga please bhaiya,bhaiya:HI mere:HI parivaar:HI ko:HI baccha:HI lijiye:HI bhaiya:HI main:HI apne:HI parivaar:HI ko:HI khona:HI nahi:HI chahta:HI hoon:HI bhaiya:HI mere:HI parivaar:HI ko:HI paise:HI ki:HI bahut:HI jyada:HI jarurat:HI hai:HI bhaiya:HI main:HI apna:HI body:EN donate:EN kar:HI ke:HI aapka:HI sara:HI rupya:HI wapasnkae:HI dunga:HI please:EN bhaiya:HI,{body; parivaar; paise},{donate kar ke aapka sara rupya wapasnkae dunga; khona nahi chahta hoon; bahut jyada jarurat hai},{0.562; 0.150; 0.200},{0.606; 0.850; 0.700}
380,aise bahut se log aapko apne aas paas mil jayenge jo apse is baat per ladenge ki nehru ji muslim the ek to ye bolne lage aaj tak saree history hi galat padhai gayi hai kyoki sare education minister muslim the had hai,aise:HI bahut:HI se:HI log:HI aapko:HI apne:HI aas:HI paas:HI mil:HI jayenge:HI jo:HI apse:HI is:HI baat:HI per:HI ladenge:HI ki:HI nehru:HI ji:HI muslim:EN the:HI ek:HI to:HI ye:HI bolne:HI lage:HI aaj:HI tak:HI saree:HI history:EN hi:HI galat:HI padhai:HI gayi:HI hai:HI kyoki:HI sare:HI education:EN minister:EN muslim:EN the:EN had:EN hai:HI,{history; education minister; log},{galat padhai gayi hai; sare muslim the; had hai},{0.150; 0.200; 0.100},{0.650; 0.700; 0.800}
381,chopra1 apne to pura proud fill karwa dia thank u vai,chopra1:HI apne:HI to:HI pura:HI proud:EN fill:EN karwa:HI dia:EN thank:EN u:EN vai:EN,{chopra1},{apne to pura proud fill karwa dia},{0.831},{0.625}
382,it s not about hypocrites lmao sab ke apne reason hote hain but seems like too much work in my opinion,it:EN s:EN not:EN about:EN hypocrites:EN lmao:HI sab:HI ke:HI apne:HI reason:EN hote:HI hain:HI but:EN seems:EN like:EN too:EN much:EN work:EN in:EN my:EN opinion:EN,{hypocrites; reason; work},{not about; sab ke apne; too much},{0.475; 0.500; 0.425},{0.400; 0.200; 0.450}
383,please ek camera laga do apne rooms mein humein rubinav wali live feed dekhni h,please:EN ek:HI camera:EN laga:HI do:EN apne:HI rooms:EN mein:HI humein:HI rubinav:HI wali:HI live:EN feed:EN dekhni:HI h:EN,{camera; live feed},{laga do apne rooms mein; humein rubinav wali dekhni h},{0.583; 0.650},{0.405; 0.500}
384,hmm wapas laake rhenge apne ipzn 2 ko we want ipzn2,hmm:HI wapas:HI laake:HI rhenge:HI apne:HI ipzn:HI 2:EN ko:HI we:EN want:EN ipzn2:HI,{ipzn 2},{wapas laake rhenge},{0.850},{0.700}
385,abe apne age k saare lrke juniors ko date krege tw hmlg single hi rhege na,abe:HI apne:HI age:EN k:HI saare:HI lrke:HI juniors:EN ko:HI date:EN krege:HI tw:HI hmlg:HI single:EN hi:HI rhege:HI na:HI,{lrke; hmlg},{apne age k saare juniors ko date krege; single hi rhege},{0.466; 0.406},{0.339; 0.537}
386,ajj ke baad kisi se interact nhi krunga bas sarre apne app ko celeb smjhte,ajj:HI ke:HI baad:HI kisi:HI se:HI interact:EN nhi:HI krunga:HI bas:HI sarre:HI apne:HI app:EN ko:HI celeb:EN smjhte:HI,{celeb},{sarre apne app ko celeb smjhte},{0.150},{0.750}
387,even i got to know today reveluvs daant ghiss rhe honge apne,even:EN i:EN got:EN to:EN know:EN today:EN reveluvs:HI daant:HI ghiss:HI rhe:HI honge:HI apne:HI,{reveluvs},{daant ghiss rhe honge apne},{0.150},{0.750}
388,accha but mujhe kahan tu hi busy h apne close once ke saath,accha:HI but:EN mujhe:HI kahan:HI tu:HI hi:HI busy:EN h:EN apne:HI close:EN once:EN ke:HI saath:HI,{tu},{busy h apne close once ke saath},{0.220},{0.650}
389,pehle 11 ko aata tha apne time p,pehle:HI 11:EN ko:HI aata:HI tha:HI apne:HI time:EN p:EN,{pehle 11},{aata tha apne time p},{0.577},{0.294}
390,direct apne target ki taiyari krta sir maine hr area me try kiya ki kahi se paisa jyada earn kr saku bt koi fayada nhi huaa kama to rha hu dil laga kr bt mahngai ne or rula diya hai kuch samjh nhi aa rha kya karu kaise karu,direct:EN apne:HI target:EN ki:HI taiyari:HI krta:HI sir:EN maine:HI hr:EN area:EN me:HI try:EN kiya:HI ki:HI kahi:HI se:HI paisa:HI jyada:HI earn:EN kr:EN saku:HI bt:HI koi:HI fayada:HI nhi:HI huaa:HI kama:HI to:EN rha:HI hu:HI dil:HI laga:HI kr:EN bt:HI mahngai:HI ne:HI or:EN rula:HI diya:HI hai:HI kuch:HI samjh:HI nhi:HI aa:HI rha:HI kya:HI karu:HI kaise:HI karu:HI,{paisa; mahngai},{kahi se paisa jyada earn kr saku bt koi fayada nhi huaa; mahngai ne or rula diya hai},{0.557; 0.100},{0.610; 0.700}
391,5 national awards ko apne naam kar chuke hai sanjay sir yah bahut badi kamyabi hai 25yearsofslb,5:EN national:EN awards:EN ko:HI apne:HI naam:HI kar:HI chuke:HI hai:HI sanjay:HI sir:EN yah:HI bahut:HI badi:HI kamyabi:HI hai:HI 25yearsofslb:HI,{kamyabi; awards},{bahut badi; 5 national awards ko apne naam kar chuke hai},{0.950; 0.819},{0.700; 0.592}
392,me i am getting bored overthinking abhi tujhe batati hu ki tu apne dost ko terrorist se kaisae bacheyega,me:HI i:EN am:EN getting:EN bored:EN overthinking:EN abhi:HI tujhe:HI batati:HI hu:HI ki:HI tu:HI apne:HI dost:HI ko:HI terrorist:EN se:HI kaisae:HI bacheyega:HI,{dost},{terrorist se kaisae bacheyega},{0.184},{0.790}
393,jo log goobar ka sevan karte he unhe ye dikhai nahi dega 2014 se pahle ye log anaaj khate the to inko sochne samjhne ki shati thi pr 2014 k baad inme se kuch goobar ka sevan krne lag gaye he to wo apne feku ki tarfdaari hi karenge,jo:HI log:HI goobar:HI ka:HI sevan:EN karte:HI he:HI unhe:HI ye:HI dikhai:HI nahi:HI dega:HI 2014:EN se:HI pahle:HI ye:HI log:HI anaaj:HI khate:HI the:HI to:HI inko:HI sochne:HI samjhne:HI ki:HI shati:HI thi:HI pr:EN 2014:EN k:HI baad:HI inme:HI se:HI kuch:HI goobar:HI ka:HI sevan:EN krne:HI lag:HI gaye:HI he:HI to:HI wo:HI apne:HI feku:EN ki:HI tarfdaari:HI hi:HI karenge:HI,{feku},{apne feku ki tarfdaari hi karenge},{0.150},{0.750}
394,sirf maa ko hi respect krta h or dusre ladki k disrespect yehi sikha h kia lol k liye kisi ladki ko kuch hi bol dega chal tujhe bolna hi bekar h or sun mujhe dm or spam mt kia kr or gandi baat mt bolna samjha apne haad me rha kr,sirf:HI maa:HI ko:HI hi:HI respect:EN krta:HI h:EN or:EN dusre:HI ladki:HI k:HI disrespect:EN yehi:HI sikha:HI h:EN kia:HI lol:HI k:HI liye:HI kisi:HI ladki:HI ko:HI kuch:HI hi:HI bol:HI dega:HI chal:HI tujhe:HI bolna:HI hi:HI bekar:HI h:EN or:EN sun:HI mujhe:HI dm:EN or:EN spam:EN mt:EN kia:HI kr:EN or:EN gandi:HI baat:HI mt:EN bolna:HI samjha:HI apne:HI haad:HI me:HI rha:HI kr:EN,{respect; disrespect; bolna; dm; gandi baat; haad},{sirf maa ko hi respect krta h; dure ladki k disrespect; chal tujhe bolna hi bekar h; mujhe dm or spam mt kia kr; gandi baat mt bolna; apne haad me rha kr},{0.540; 0.081; 0.492; 0.194; 0.150; 0.100},{0.610; 0.668; 0.673; 0.477; 0.650; 0.750}
395,assalam o alekum ya ali a s madad female intezar muharram dp jo bhi momina apne nam ki dp chahti hen woh humen apna naam text karen note follow amp retweet ker ke humen apna naam msg mai send karen shukriya mra mola ali,assalam:EN o:EN alekum:HI ya:HI ali:HI a:EN s:EN madad:HI female:EN intezar:HI muharram:EN dp:EN jo:HI bhi:HI momina:EN apne:HI nam:HI ki:HI dp:EN chahti:HI hen:HI woh:HI humen:HI apna:HI naam:HI text:EN karen:HI note:EN follow:EN amp:EN retweet:EN ker:HI ke:HI humen:HI apna:HI naam:HI msg:HI mai:HI send:EN karen:HI shukriya:HI mra:EN mola:EN ali:HI,{dp},{jo bhi momina apne nam ki dp chahti hen},{0.468},{0.338}
396,ye paisa apne mama ke ghar se laye the kya as one person was used to asking in 2013 14,ye:HI paisa:HI apne:HI mama:HI ke:HI ghar:HI se:HI laye:HI the:HI kya:HI as:EN one:EN person:EN was:EN used:EN to:EN asking:EN in:EN 2013:EN 14:EN,{paisa},{apne mama ke ghar se laye the kya},{0.150},{0.750}
